"urlDrugName","rating","effectiveness","sideEffects","condition","benefitsReview","sideEffectsReview","sideEffectsNumber","effectivenessNumber","weightedRating","ratingLabel","sideEffectsInverse","benefits_preprocesado","effects_preprocesado"
"antivert",10,"Highly Effective","Mild Side Effects","dizzyness,, vertigo, nausea,","Restored me from total incapacitation to a full function.","Some drowsiness until I got used to it.  The side effects are totally insignificant compared to the benefits.  I usually take 50 mg at bedtime. The side effect of slight drowsiness is actually beneficial as I get to sleep faster and can function the next day with out the horrendous effects of dizziness, vertigo and nausea.",2,5,10,1,4,"restor total incapacit full function","drowsi got use side effect total insignific compar benefit usual take 50 mg bedtim side effect slight drowsi actual benefici get sleep faster can function next day horrend effect dizzi vertigo nausea"
"tylenol",10,"Highly Effective","No Side Effects","headache","I believe that there are multiple treatment benefits of Taking Tylenol for my headache. Tylenol is safe, inexpensive, and does not require a physicians prescription. Additionally, it is available almost everywhere and therefor is convenient.","There were no treatment side effects from me taking Tylenol for my headache.",1,5,10,1,5,"believ multipl treatment benefit take tylenol headach tylenol safe inexpens requir physician prescript addit avail almost everywher therefor conveni","treatment side effect take tylenol headach"
"xanax",9,"Highly Effective","Mild Side Effects","anxiety","Reduced panic attacks, in combination with Lexpro. Particularly effective when taken an hour before panic inducing situations, such as flying.","Sleepiness; feeling ""out of it"" or not quite connected. It is not possible to work or drive when on the medication. Must be taken at night or when you don't need to perform (such as on long flights).",2,5,10,1,4,"reduc panic attack combin lexpro particular effect taken hour panic induc situat fli","sleepi feel quit connect possibl work drive medic must taken night dont need perform long flight"
"solodyn",7,"Moderately Effective","Mild Side Effects","rosacea","Reduced redness of complexion; reduction in overall inflammation of skin; reduced breakouts of acne.","Experienced mild lethargy and sensitivity to sunlight; some dizziness and quesiness when taken without a meal; found that taking with small meal at bedtime eliminated all these effects (as I was asleep).",2,3,6,1,4,"reduc red complexion reduct overal inflamm skin reduc breakout acn","experienc mild lethargi sensit sunlight dizzi quesi taken without meal found take small meal bedtim elimin effect asleep"
"flonase",8,"Considerably Effective","No Side Effects","nasal allergy","For many years, every Spring I would get very troublesome nasal allergy symptoms--tingling,burning, itching, sneezing, etc. After a few days, these symptoms went away. It really surprised me because I had tried many other medicines that didn't work, that also caused severe drowsiness and dry-mouth. Some years my symptoms were so bad that I couldn't go out to a restaurant or movie because I was sneezing so much. Taking this medicine gave me my life back!","I experienced no side effects at all from this nasal spray. This was great  because I had significant side effects from all the pills I had ever tried for my hay fever/nasal allergies (dry mouth and drowsiness).",1,4,8,1,5,"mani year everi spring get troublesom nasal allergi symptomstinglingburn itch sneez etc day symptom went away realli surpris tri mani medicin didnt work also caus sever drowsi drymouth year symptom bad couldnt go restaur movi sneez much take medicin gave life back","experienc side effect nasal spray great signific side effect pill ever tri hay fevernas allergi dri mouth drowsi"
"wellbutrin",6,"Considerably Effective","Moderate Side Effects","depression","The medication treated the depression without the sexual side-effects that accompanied several other medications for depression.","Unfortunately, the drug seemed to correlate with an increased severity of a pre-existing condition: tinnitus. The tinnitus which was moderate to begin with became severe and ultimately led me to stop taking the medication. The tinnitus, though still present, is markedly less severe and decreased almost immediately after stopping the medication.",3,4,8,1,3,"medic treat depress without sexual sideeffect accompani sever medic depress","unfortun drug seem correl increas sever preexist condit tinnitus tinnitus moder begin becam sever ultim led stop take medic tinnitus though still present mark less sever decreas almost immedi stop medic"
"hyzaar",8,"Highly Effective","Moderate Side Effects","hypertension","Pills helped to lower my blood pressure.  Also helped to relieve water retention.  Eliminated headaches associated with high blood pressure.  Although possibly unrelated experienced some weight loss.","Back pain, especially after a missed dose.  Increased urination.  Very short of breath during low to moderate exercise, increased fatigue.  Racing heart rate a few hours after taking the pill, especially if woken up unexpectedly.",3,5,8,1,3,"pill help lower blood pressur also help reliev water retent elimin headach associ high blood pressur although possibl unrel experienc weight loss","back pain especi miss dose increas urin short breath low moder exercis increas fatigu race heart rate hour take pill especi woken unexpect"
"zithromax",8,"Highly Effective","Mild Side Effects","sinusitis","It is extremely, powerful antibiotic, which give immediate effect with in two hours.","nausea",2,5,10,1,4,"extrem power antibiot give immedi effect two hour","nausea"
"propecia",8,"Considerably Effective","Mild Side Effects","baldness","Density of hair was maintained and some hair regrowth that was noticeable by others. It was used in conjunction with Minoxidil, which I had been using for a year or so.","slight discomfort of the prostate. felt as though it was a bit compressed or enlarged. Not anything major however. sexual functions and urination were just fine.",2,4,8,1,4,"densiti hair maintain hair regrowth notic other use conjunct minoxidil use year","slight discomfort prostat felt though bit compress enlarg anyth major howev sexual function urin just fine"
"prozac",8,"Considerably Effective","Mild Side Effects","depression","Lessening of suicidal ideation and an increased ability to complete daily life tasks.","There was a decreased ability to have orgasms and a general numbing not quite stupor in which I existed. There was also a major decrese in appetite.",2,4,8,1,4,"lessen suicid ideat increas abil complet daili life task","decreas abil orgasm general numb quit stupor exist also major decres appetit"
